Customer_ID,Age,Tenure,Monthly_Charges,Support_Calls,Late_Payments,Contract,Churn
C0636,36,58,1882,7,5,Yearly,0
C0637,66,36,1903,9,0,Monthly,0
C0638,53,47,1319,0,4,Monthly,0
C0639,29,20,3792,7,4,Monthly,1
C0640,58,19,1319,6,4,Monthly,1
C0641,36,35,919,6,5,Monthly,1
C0642,29,52,4719,2,3,Monthly,1
C0643,26,43,3802,0,4,Yearly,1
C0644,24,17,2008,3,0,Yearly,0
C0645,45,59,1267,8,4,Monthly,1
C0646,31,45,2544,4,1,Yearly,0
C0647,48,43,2639,0,4,Yearly,0
C0648,69,34,3529,4,5,Yearly,1
C0649,36,9,2049,7,3,Monthly,1
C0650,64,26,2264,7,1,Monthly,0
C0651,33,2,3145,4,5,Yearly,1
C0652,22,53,4216,8,5,Monthly,1
C0653,52,9,4981,0,5,Yearly,1
C0654,29,9,2793,3,0,Monthly,1
C0655,42,40,3208,2,5,Monthly,1
C0656,69,17,1400,1,0,Monthly,1
C0657,38,1,3584,7,5,Monthly,1
C0658,53,25,2509,6,2,Monthly,1
C0659,40,43,741,8,1,Yearly,0
C0660,33,40,2885,1,2,Monthly,1
C0661,56,42,4768,3,5,Yearly,0
C0662,62,25,1171,5,1,Yearly,0
C0663,59,39,663,10,1,Monthly,1
C0664,56,35,964,2,3,Yearly,0
C0665,31,3,3542,7,2,Yearly,1
C0666,48,50,2942,2,3,Yearly,0
C0667,22,37,2855,1,1,Yearly,0
C0668,52,44,4778,2,0,Yearly,0
C0669,40,44,3057,10,1,Monthly,1
C0670,46,51,1045,5,3,Monthly,1
C0671,60,30,4335,1,2,Yearly,1
C0672,28,38,1093,7,5,Monthly,1
C0673,35,34,4304,0,5,Monthly,1
C0674,64,12,1959,6,2,Monthly,1
C0675,29,19,3993,1,5,Yearly,1
C0676,26,37,3101,9,5,Monthly,1
C0677,27,44,2944,5,3,Yearly,0
C0678,61,59,3172,1,2,Monthly,1
C0679,34,59,4700,1,4,Monthly,1
C0680,55,49,516,9,0,Monthly,0
C0681,24,17,3691,7,0,Monthly,1
C0682,63,10,892,1,5,Yearly,1
C0683,30,57,924,6,0,Yearly,0
C0684,57,55,1071,2,2,Yearly,0
C0685,59,49,4131,7,2,Monthly,1
C0686,26,47,1620,6,1,Monthly,0
C0687,67,12,741,7,1,Yearly,0
C0688,44,16,4397,6,0,Yearly,0
C0689,19,24,4595,10,4,Monthly,1
C0690,22,19,2779,5,1,Monthly,0
C0691,46,8,1288,6,1,Monthly,1
C0692,54,31,1214,4,2,Yearly,0
C0693,55,21,3349,6,4,Monthly,1
C0694,36,17,1275,0,5,Monthly,1
C0695,25,23,4526,0,0,Monthly,0
C0696,65,37,2747,8,1,Yearly,0
C0697,62,54,578,4,4,Monthly,0
C0698,18,16,4426,4,4,Monthly,1
C0699,39,6,1355,2,0,Monthly,1
C0700,69,8,2648,4,4,Monthly,1
C0701,34,25,1531,2,4,Monthly,1
C0702,24,18,3771,8,4,Yearly,1
C0703,42,25,4076,8,1,Yearly,0
C0704,62,12,4682,5,0,Yearly,0
C0705,21,15,3956,0,4,Yearly,1
C0706,53,59,4006,6,4,Monthly,1
C0707,23,26,907,6,1,Yearly,0
C0708,48,41,3211,9,0,Monthly,1
C0709,36,45,3588,9,2,Yearly,0
C0710,61,26,2168,3,1,Yearly,0
C0711,56,47,647,7,0,Monthly,1
C0712,44,32,4827,5,4,Monthly,1
C0713,27,10,4397,3,0,Monthly,1
C0714,43,16,2450,3,0,Monthly,0
C0715,36,7,865,1,5,Monthly,1
C0716,56,17,2174,1,0,Yearly,0
C0717,20,23,4994,3,2,Yearly,0
C0718,62,26,3046,4,0,Monthly,1
C0719,30,21,1062,7,2,Monthly,0
C0720,67,22,4062,5,4,Monthly,1
C0721,45,58,2989,3,2,Yearly,0
C0722,37,7,1272,10,4,Monthly,1
C0723,45,14,2537,6,4,Monthly,1
C0724,25,15,3923,7,2,Monthly,1
C0725,58,53,3067,1,1,Monthly,1
C0726,56,7,2073,6,3,Monthly,1
C0727,18,9,4194,1,0,Yearly,0
C0728,20,51,3791,1,5,Monthly,1
C0729,30,48,1746,7,3,Yearly,1
C0730,45,8,4219,1,0,Monthly,1
C0731,66,50,4339,10,0,Yearly,0
C0732,42,59,859,8,4,Yearly,1
C0733,50,23,2876,0,0,Monthly,1
C0734,55,29,3509,8,5,Monthly,1
C0735,23,18,3493,0,0,Monthly,1
C0736,61,31,1462,9,2,Yearly,0
C0737,62,30,4132,9,3,Monthly,1
C0738,49,52,2327,1,2,Yearly,0
C0739,62,39,2113,5,5,Monthly,1
C0740,64,35,2140,5,0,Yearly,0
C0741,38,18,2716,0,5,Yearly,0
C0742,33,59,4812,6,4,Yearly,1
C0743,38,42,877,7,2,Monthly,1
C0744,28,39,4714,1,2,Monthly,1
C0745,54,17,4785,7,1,Yearly,0
C0746,53,14,869,8,0,Monthly,1
C0747,52,31,2696,5,4,Monthly,1
C0748,36,24,4247,4,2,Monthly,0
C0749,37,35,1151,8,2,Monthly,0
C0750,35,44,1269,10,4,Monthly,1
C0751,64,60,2921,8,5,Monthly,1
C0752,58,45,1280,0,5,Monthly,1
C0753,66,34,2216,10,0,Yearly,1
C0754,31,3,4483,2,1,Yearly,0
C0755,32,37,1811,8,2,Yearly,1
C0756,48,43,3859,10,1,Yearly,1
C0757,18,40,1022,1,5,Monthly,1
C0758,20,26,1021,3,5,Monthly,0
C0759,33,55,2820,3,3,Monthly,1
C0760,40,23,1435,1,0,Monthly,1
C0761,28,44,2730,2,3,Yearly,0
C0762,29,39,4540,2,3,Monthly,1
C0763,27,15,4197,0,3,Monthly,1
C0764,49,56,3337,5,0,Monthly,1
C0765,33,49,4583,7,0,Monthly,1
C0766,25,4,2961,2,4,Yearly,0
C0767,55,29,3743,4,1,Monthly,0
C0768,29,22,3859,0,1,Yearly,0
C0769,41,25,1185,9,4,Monthly,1
C0770,45,13,2660,6,4,Monthly,1
C0771,25,18,4488,9,5,Yearly,1
C0772,45,33,4566,0,3,Monthly,1
C0773,53,16,2067,10,4,Yearly,1
C0774,43,45,538,8,2,Yearly,0
C0775,25,42,3044,7,1,Yearly,1
C0776,67,44,1756,6,4,Yearly,0
C0777,45,2,3490,9,2,Monthly,1
C0778,45,55,2696,6,2,Yearly,1
C0779,54,35,3968,4,2,Monthly,1
C0780,58,42,3208,4,5,Yearly,1
C0781,53,34,801,10,5,Yearly,1
C0782,44,30,1146,4,2,Yearly,0
C0783,34,59,2259,0,5,Yearly,0
C0784,26,55,4851,7,3,Monthly,1
C0785,50,13,1097,10,2,Yearly,0
C0786,37,13,1161,0,3,Monthly,0
C0787,30,18,4830,3,3,Yearly,1
C0788,45,32,1868,8,2,Yearly,1
C0789,65,32,3081,8,1,Monthly,1
C0790,46,35,4368,4,2,Monthly,1
C0791,30,59,4037,3,2,Monthly,1
C0792,63,39,4808,2,5,Yearly,1
C0793,52,46,782,2,2,Monthly,0
C0794,23,52,4178,4,1,Monthly,1
C0795,35,29,1986,9,5,Monthly,1
C0796,68,49,4582,0,0,Yearly,0
C0797,22,29,4683,4,0,Monthly,0
C0798,64,53,960,5,3,Monthly,1
C0799,42,44,2825,6,3,Monthly,1
C0800,19,57,4254,8,1,Monthly,1
C0801,27,16,2968,2,4,Monthly,1
C0802,47,56,2224,1,0,Monthly,0
C0803,67,44,1876,2,3,Monthly,0
C0804,62,47,3243,8,0,Yearly,1
C0805,22,57,1014,6,1,Yearly,0
C0806,50,10,1202,8,1,Monthly,1
C0807,18,30,2153,1,4,Yearly,1
C0808,35,25,2566,4,4,Monthly,1
C0809,49,39,522,3,5,Monthly,0
C0810,64,20,2960,1,1,Monthly,1
C0811,66,5,1804,8,3,Monthly,1
C0812,28,1,3800,8,0,Monthly,1
C0813,38,30,861,5,2,Monthly,1
C0814,43,49,4227,10,4,Monthly,1
C0815,42,3,1784,5,2,Yearly,1
C0816,39,45,1014,7,3,Monthly,1
C0817,44,14,948,5,4,Monthly,1
C0818,66,56,2355,0,2,Monthly,0
C0819,30,30,4062,3,3,Monthly,1
C0820,50,50,3020,6,0,Monthly,1
C0821,51,4,3581,1,3,Monthly,1
C0822,58,18,1928,8,5,Yearly,0
C0823,52,37,4467,7,4,Monthly,1
C0824,18,25,1422,7,1,Monthly,1
C0825,38,48,3637,6,0,Yearly,0
C0826,65,1,2659,3,2,Monthly,1
C0827,23,53,3047,1,4,Monthly,1
C0828,45,46,3479,2,1,Yearly,1
C0829,34,15,2781,5,3,Monthly,1
C0830,22,9,3149,4,1,Monthly,1
C0831,48,15,813,7,4,Monthly,1
C0832,22,49,3113,5,4,Monthly,1
C0833,55,57,3583,5,5,Monthly,1
C0834,20,24,2756,0,5,Monthly,1
C0835,40,4,1537,3,1,Monthly,1
C0836,54,12,3989,4,3,Monthly,1
C0837,54,59,3134,10,1,Yearly,0
C0838,27,58,4483,2,4,Monthly,1
C0839,27,37,2278,8,4,Monthly,1
C0840,36,37,4395,0,2,Monthly,1
C0841,34,43,1624,5,5,Yearly,1
C0842,38,60,1197,5,2,Monthly,0
C0843,31,6,2679,9,0,Yearly,1
C0844,26,39,1904,4,4,Monthly,1
C0845,63,56,1543,4,2,Monthly,1
C0846,18,46,2429,9,1,Monthly,1
C0847,68,24,1513,4,5,Monthly,0
C0848,62,11,726,5,5,Monthly,1
C0849,30,13,2328,7,3,Monthly,1
C0850,21,34,2523,1,1,Monthly,0
C0851,18,25,2952,5,3,Monthly,1
C0852,66,7,2585,0,2,Yearly,1
C0853,57,52,4783,3,0,Yearly,1
C0854,49,4,1580,9,1,Monthly,1
C0855,51,59,2820,2,1,Monthly,0
C0856,45,8,3690,8,1,Monthly,1
C0857,48,20,3130,2,3,Yearly,1
C0858,25,29,3063,5,2,Monthly,1
C0859,56,54,3792,0,1,Yearly,0
C0860,43,53,4086,5,1,Monthly,1
C0861,51,51,4931,3,5,Monthly,1
C0862,20,45,3447,7,0,Monthly,1
C0863,67,46,4459,10,5,Yearly,1
C0864,29,10,3313,8,5,Monthly,1
C0865,18,43,3083,3,0,Monthly,1
C0866,61,34,661,9,2,Yearly,1
C0867,22,57,1093,9,5,Monthly,1
C0868,47,26,3759,5,2,Yearly,1
C0869,47,41,4655,0,5,Monthly,1
C0870,34,49,3462,3,4,Yearly,1
C0871,65,58,4388,6,0,Monthly,1
C0872,64,3,3890,0,5,Monthly,1
C0873,40,56,1163,7,4,Yearly,1
C0874,32,6,1632,9,3,Monthly,1
C0875,54,5,1041,10,4,Monthly,1
C0876,38,5,3474,5,1,Monthly,1
C0877,31,54,1367,4,5,Monthly,1
C0878,19,47,2566,9,4,Monthly,1
C0879,28,23,931,10,2,Monthly,0
C0880,68,49,4778,8,3,Monthly,1
C0881,56,9,1706,1,5,Monthly,1
C0882,55,35,3028,4,1,Monthly,1
C0883,51,20,1669,5,4,Monthly,1
C0884,55,58,1330,6,3,Yearly,0
C0885,67,49,2151,4,5,Yearly,1
C0886,51,59,1636,8,3,Yearly,1
C0887,35,42,3310,0,1,Monthly,0
C0888,47,35,975,6,4,Monthly,1
C0889,32,50,3310,9,3,Monthly,1
C0890,44,18,1826,6,3,Monthly,1
C0891,68,17,1519,3,0,Monthly,0
C0892,51,24,2336,8,3,Monthly,1
C0893,69,3,4756,10,0,Monthly,1
C0894,55,32,2948,4,4,Yearly,0
C0895,50,35,4793,3,5,Monthly,1
C0896,41,38,1783,6,5,Monthly,1
C0897,32,13,1159,3,4,Monthly,0
C0898,47,56,2510,2,4,Monthly,1
C0899,59,47,898,8,2,Yearly,0
C0900,68,25,2233,10,4,Monthly,1
C0901,34,9,2625,7,3,Monthly,1
C0902,22,4,2671,0,5,Monthly,1
C0903,46,14,574,6,1,Monthly,1
C0904,21,37,3971,8,5,Monthly,1
C0905,27,34,1336,7,0,Yearly,0
C0906,34,11,999,7,5,Yearly,1
C0907,27,41,637,5,2,Yearly,0
C0908,34,56,2597,10,4,Monthly,1
C0909,37,3,4196,3,4,Yearly,1
C0910,41,59,2385,7,5,Monthly,1
C0911,22,28,3257,2,1,Monthly,0
C0912,51,29,4420,8,1,Monthly,1
C0913,23,9,2400,1,2,Monthly,0
C0914,19,3,3110,1,0,Monthly,1
C0915,30,25,4486,6,5,Yearly,1
C0916,60,34,1949,9,4,Monthly,1
C0917,60,12,1046,3,5,Monthly,1
C0918,65,42,2503,9,2,Monthly,1
C0919,28,9,2596,7,3,Yearly,1
C0920,68,15,1203,8,3,Yearly,0
C0921,64,40,2903,6,2,Yearly,0
C0922,40,25,2125,4,4,Monthly,0
C0923,33,5,3831,7,2,Monthly,1
C0924,48,11,3478,3,4,Monthly,1
C0925,28,59,3339,1,1,Monthly,1
C0926,33,34,3884,10,2,Monthly,1
C0927,25,24,3159,5,4,Monthly,1
C0928,21,60,2361,8,2,Monthly,0
C0929,57,15,3356,0,2,Yearly,0
C0930,21,38,1185,10,4,Monthly,1
C0931,42,8,4783,9,4,Monthly,1
C0932,20,59,2119,6,0,Monthly,1
C0933,49,5,1931,9,2,Yearly,1
C0934,20,48,1375,8,3,Yearly,0
C0935,44,26,2961,9,2,Yearly,0
C0936,46,18,1865,8,2,Yearly,0
C0937,49,6,1743,9,4,Monthly,1
C0938,67,37,662,10,2,Monthly,1
C0939,68,60,2474,2,5,Monthly,1
C0940,36,48,3791,10,2,Monthly,1
C0941,38,13,769,4,5,Monthly,0
C0942,22,28,1131,7,3,Monthly,1
C0943,35,5,1405,7,4,Yearly,1
C0944,45,13,3971,3,2,Yearly,0
C0945,59,17,3753,10,5,Yearly,1
C0946,39,50,2514,10,5,Yearly,1
C0947,38,40,2141,0,5,Yearly,0
C0948,23,45,704,0,1,Monthly,0
C0949,18,32,1081,3,0,Monthly,0
C0950,22,29,1340,5,3,Yearly,0
C0951,58,51,2219,7,2,Yearly,0
C0952,29,58,3143,5,1,Monthly,1
C0953,43,3,2797,8,2,Yearly,0
C0954,63,56,1374,8,2,Monthly,1
C0955,51,40,1189,1,4,Monthly,1
C0956,66,34,4500,9,4,Yearly,1
C0957,31,40,3641,0,4,Monthly,1
C0958,43,27,1922,1,1,Monthly,1
C0959,62,13,1171,4,2,Monthly,0
C0960,44,45,1671,3,0,Yearly,0
C0961,26,33,4226,3,3,Monthly,1
C0962,43,6,1443,8,4,Yearly,1
C0963,64,24,1949,10,4,Monthly,1
C0964,39,19,4237,7,2,Monthly,1
C0965,64,16,3039,5,2,Yearly,0
C0966,47,40,4459,0,1,Monthly,1
C0967,60,28,4760,1,1,Yearly,1
C0968,65,33,2861,5,4,Monthly,1
C0969,34,59,4152,10,2,Yearly,0
C0970,43,59,4170,1,0,Monthly,1
C0971,53,48,2253,9,3,Monthly,1
C0972,18,41,2852,4,2,Monthly,0
C0973,25,13,2438,4,2,Monthly,1
C0974,66,43,870,5,5,Monthly,1
C0975,52,45,4979,5,1,Monthly,1
C0976,69,25,2431,5,3,Monthly,1
C0977,32,53,924,1,4,Monthly,1
C0978,64,42,1394,9,2,Monthly,1
C0979,39,36,1097,2,4,Yearly,1
C0980,31,27,3562,5,2,Monthly,1
C0981,43,38,2836,7,4,Monthly,1
C0982,45,60,2187,10,3,Monthly,1
C0983,40,7,1072,0,1,Yearly,1
C0984,31,5,2590,0,3,Monthly,1
C0985,41,43,4169,10,5,Yearly,1
C0986,19,45,4772,1,0,Yearly,0
C0987,62,58,2133,10,1,Yearly,0
C0988,43,57,2017,5,3,Monthly,1
C0989,31,51,4793,8,5,Monthly,1
C0990,68,31,3157,3,0,Yearly,0
C0991,24,23,4148,2,5,Monthly,1
C0992,20,42,4088,7,2,Monthly,1
C0993,64,10,2037,10,2,Monthly,1
C0994,40,32,3637,9,4,Yearly,1
C0995,63,43,597,8,1,Monthly,1
C0996,60,53,3715,10,2,Yearly,0
C0997,64,30,4250,4,5,Monthly,1
C0998,62,39,3657,8,1,Monthly,1
C0999,35,31,843,1,2,Monthly,0
C1000,55,18,1110,2,4,Monthly,1
